 | Origin Time (GMT)     | Status    |cnt |Mag  |TypeMag |cnt | Lat     | Lon      | Depth  | Remarks
 | 2016-11-29 09:37:13.3 | manual      | 11 | 3.4 | MLv    | 11 | 1.48 S  | 120.83 E | 57 km  | Sulawesi, Indonesia                 
 | 2016-11-29 07:41:56.2 | manual      | 10 | 3.5 | MLv    | 10 | 2.78 S  | 128.13 E | 59 km  | Ceram Sea                           
 | 2016-11-29 04:55:39.5 | manual      | 7  | 3.7 | MLv    | 7  | 0.45 S  | 125.80 E | 136 km | Southern Molucca Sea                
 | 2016-11-29 03:53:55.4 | manual      | 45 | 5.2 | mb     | 34 | 0.35 S  | 125.80 E | 47 km  | Southern Molucca Sea                
 | 2016-11-29 01:36:43.6 | manual      | 5  | 2.8 | MLv    | 5  | 0.34 S  | 123.30 E | 197 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-28 20:32:22.3 | manual      | 5  | 2.8 | MLv    | 5  | 0.15 N  | 122.83 E | 76 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-28 11:50:18.2 | manual      | 29 | 5.0 | mb     | 28 | 7.59 S  | 148.20 E | 86 km  | Eastern New Guinea Reg., P.N.G.     
 | 2016-11-28 06:18:48.7 | manual      | 6  | 2.9 | MLv    | 4  | 0.21 S  | 122.62 E | 36 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-28 02:23:11.5 | manual      | 14 | 4.4 | MLv    | 11 | 4.07 N  | 127.46 E | 553 km | Talaud Islands, Indonesia           
 | 2016-11-27 23:40:28.7 | manual      | 15 | 3.9 | MLv    | 14 | 0.05 S  | 119.97 E | 19 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-27 21:41:24.2 | manual      | 12 | 3.4 | MLv    | 12 | 0.11 S  | 123.10 E | 19 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-27 19:36:15.4 | manual      | 9  | 3.3 | MLv    | 8  | 0.04 S  | 123.17 E | 158 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-27 15:01:45.4 | manual      | 8  | 3.3 | MLv    | 8  | 0.06 S  | 123.46 E | 146 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-27 14:30:10.9 | manual      | 8  | 3.2 | MLv    | 8  | 0.10 S  | 123.05 E | 119 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-27 12:31:47.4 | manual      | 5  | 3.8 | MLv    | 5  | 8.72 S  | 119.56 E | 54 km  | Flores Region, Indonesia            
 | 2016-11-27 11:17:10.9 | manual      | 8  | 3.4 | MLv    | 7  | 1.35 N  | 124.29 E | 217 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-27 09:12:37.1 | manual      | 29 | 4.9 | mb     | 23 | 2.96 S  | 136.92 E | 10 km  | Irian Jaya Region, Indonesia        
 | 2016-11-27 06:49:36.1 | manual      | 53 | 5.3 | Mw(mB) | 43 | 18.44 S | 178.63 W | 648 km | Fiji Islands Region                 
 | 2016-11-27 05:41:50.1 | manual      | 21 | 4.7 | mb     | 16 | 2.06 N  | 121.08 E | 10 km  | Celebes Sea                         
 | 2016-11-26 23:03:57.9 | manual      | 27 | 4.5 | mb     | 22 | 0.30 S  | 132.59 E | 10 km  | Irian Jaya Region, Indonesia        
 | 2016-11-26 17:28:24.6 | manual      | 12 | 3.0 | MLv    | 12 | 2.52 S  | 121.43 E | 125 km | Sulawesi, Indonesia                 
 | 2016-11-26 13:22:27.9 | manual      | 24 | 4.0 | MLv    | 22 | 4.65 S  | 125.74 E | 445 km | Banda Sea                           
 | 2016-11-26 12:42:29.4 | manual      | 22 | 4.2 | MLv    | 20 | 1.39 N  | 120.97 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-26 10:03:47.5 | manual      | 6  | 2.5 | MLv    | 4  | 1.18 S  | 122.05 E | 10 km  | Sulawesi, Indonesia                 
 | 2016-11-26 07:55:52.5 | manual      | 17 | 4.6 | mb     | 14 | 6.60 N  | 126.71 E | 10 km  | Mindanao, Philippines               
 | 2016-11-26 07:38:27.1 | manual      | 6  | 2.9 | MLv    | 5  | 0.69 N  | 122.38 E | 23 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-26 04:54:36.7 | manual      | 26 | 4.8 | mb     | 24 | 7.09 N  | 127.00 E | 10 km  | Mindanao, Philippines               
 | 2016-11-25 16:44:32.8 | manual      | 5  | 2.6 | MLv    | 5  | 0.14 S  | 122.71 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-25 14:24:29.5 | manual      | 51 | 6.6 | Mw(mB) | 51 | 39.09 N | 73.38 E  | 15 km  | Tajikistan-Xinjiang Border Region   
 | 2016-11-25 13:19:41.7 | manual      | 6  | 2.7 | MLv    | 6  | 3.43 S  | 119.76 E | 10 km  | Sulawesi, Indonesia                 
 | 2016-11-25 08:01:37.1 | manual      | 5  | 2.9 | MLv    | 4  | 0.21 S  | 122.93 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-25 07:26:12.5 | manual      | 27 | 5.6 | mb     | 27 | 54.88 N | 160.60 E | 15 km  | Near East Coast of Kamchatka        
 | 2016-11-25 07:10:53.1 | manual      | 5  | 2.6 | MLv    | 5  | 0.61 N  | 122.39 E | 29 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-25 00:07:54.6 | manual      | 7  | 3.6 | MLv    | 5  | 11.17 S | 122.51 E | 10 km  | South of Timor, Indonesia           
 | 2016-11-24 22:30:49.1 | manual      | 45 | 5.7 | Mw(mB) | 31 | 56.39 N | 166.29 E | 15 km  | Komandorskiye Ostrova Region        
 | 2016-11-24 21:55:56.8 | manual      | 48 | 5.1 | mb     | 47 | 24.31 N | 122.50 E | 65 km  | Taiwan Region                       
 | 2016-11-24 12:42:44.6 | manual      | 9  | 3.6 | MLv    | 5  | 0.76 N  | 122.11 E | 53 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-24 07:59:47.4 | manual      | 4  | 2.6 | MLv    | 4  | 0.13 S  | 122.64 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-24 07:50:57.6 | manual      | 8  | 3.6 | MLv    | 7  | 8.76 S  | 110.98 E | 10 km  | Java, Indonesia                     
 | 2016-11-24 06:36:00.3 | manual      | 8  | 3.0 | MLv    | 5  | 0.11 S  | 123.06 E | 136 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-24 06:17:00.9 | manual      | 7  | 3.9 | MLv    | 7  | 2.65 N  | 126.13 E | 31 km  | Northern Molucca Sea                
 | 2016-11-24 04:52:15.6 | manual      | 13 | 4.3 | mb     | 13 | 4.95 N  | 138.84 E | 538 km | W. Caroline Islands, Micronesia     
 | 2016-11-24 00:34:07.6 | automatic   | 33 | 5.6 | mb     | 33 | 34.97 N | 140.58 E | 10 km  | Near East Coast of Honshu, Japan    
 | 2016-11-24 00:25:17.1 | manual      | 11 | 3.3 | MLv    | 11 | 3.40 S  | 122.13 E | 10 km  | Sulawesi, Indonesia                 
 | 2016-11-23 23:56:39.2 | manual      | 6  | 3.2 | MLv    | 6  | 0.23 S  | 122.64 E | 30 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-23 23:25:20.2 | manual      | 7  | 3.9 | MLv    | 7  | 3.31 N  | 126.32 E | 23 km  | Talaud Islands, Indonesia           
 | 2016-11-23 21:23:35.1 | manual      | 56 | 6.2 | Mw(mB) | 49 | 37.09 N | 141.29 E | 10 km  | Near East Coast of Honshu, Japan    
 | 2016-11-23 20:52:52.2 | manual      | 34 | 4.7 | mb     | 33 | 8.33 S  | 106.77 E | 59 km  | South of Java, Indonesia            
 | 2016-11-23 17:17:32.7 | manual      | 38 | 5.0 | mb     | 36 | 4.45 N  | 126.50 E | 64 km  | Talaud Islands, Indonesia           
 | 2016-11-23 16:21:33.4 | manual      | 13 | 5.1 | mb     | 6  | 8.52 S  | 115.95 E | 27 km  | Bali Region, Indonesia              
 | 2016-11-23 15:22:47.9 | manual      | 21 | 4.4 | MLv    | 15 | 1.05 N  | 126.46 E | 51 km  | Northern Molucca Sea                
 | 2016-11-23 14:12:24.5 | manual      | 6  | 2.9 | MLv    | 5  | 1.34 S  | 120.42 E | 13 km  | Sulawesi, Indonesia                 
 | 2016-11-23 12:40:56.4 | manual      | 11 | 3.3 | MLv    | 11 | 0.27 S  | 119.99 E | 27 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-23 09:59:38.4 | manual      | 53 | 5.1 | Mw(mB) | 38 | 28.30 N | 140.21 E | 377 km | Bonin Islands, Japan Region         
 | 2016-11-23 07:12:39.8 | manual      | 29 | 5.7 | mb     | 29 | 53.83 N | 171.57 W | 44 km  | Fox Islands, Aleutian Islands       
 | 2016-11-23 06:56:16.9 | manual      | 4  | 3.4 | MLv    | 4  | 0.63 S  | 123.24 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-23 03:57:57.8 | manual      | 4  | 2.8 | MLv    | 4  | 0.12 N  | 122.92 E | 29 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-22 02:13:32.1 | manual      | 6  | 3.2 | MLv    | 6  | 3.57 S  | 129.19 E | 9 km   | Seram, Indonesia                    
 | 2016-11-22 00:19:39.6 | manual      | 42 | 6.1 | Mw(mB) | 37 | 39.82 S | 177.59 E | 10 km  | Off E. Coast of N. Island, N.Z.     
 | 2016-11-21 23:47:58.3 | manual      | 4  | 2.9 | MLv    | 4  | 0.20 S  | 122.72 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-21 21:39:56.3 | manual      | 39 | 5.5 | mb     | 39 | 35.85 N | 140.35 E | 15 km  | Near East Coast of Honshu, Japan    
 | 2016-11-21 21:00:02.3 | manual      | 58 | 7.5 | Mw(mB) | 58 | 36.50 N | 141.03 E | 62 km  | Near East Coast of Honshu, Japan    
 | 2016-11-21 20:55:25.6 | manual      | 10 | 3.2 | MLv    | 9  | 6.49 S  | 122.95 E | 20 km  | Flores Sea                          
 | 2016-11-21 19:02:37.7 | manual      | 25 | 4.8 | mb     | 24 | 13.62 N | 145.36 E | 131 km | Mariana Islands                     
 | 2016-11-21 16:54:59.5 | manual      | 7  | 4.1 | MLv    | 7  | 0.79 S  | 134.38 E | 10 km  | Irian Jaya Region, Indonesia        
 | 2016-11-21 16:44:21.3 | manual      | 10 | 4.3 | MLv    | 10 | 7.42 S  | 130.71 E | 69 km  | Tanimbar Islands Reg., Indonesia    
 | 2016-11-21 16:29:32.1 | manual      | 17 | 4.0 | MLv    | 12 | 0.95 S  | 128.73 E | 26 km  | Halmahera, Indonesia                
 | 2016-11-21 16:13:42.5 | manual      | 4  | 2.3 | MLv    | 4  | 0.40 N  | 121.97 E | 168 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-21 14:01:48.3 | manual      | 4  | 2.4 | MLv    | 4  | 0.19 S  | 122.78 E | 26 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-21 13:00:34.2 | manual      | 7  | 2.6 | MLv    | 4  | 0.17 S  | 122.60 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-21 12:42:36.8 | manual      | 10 | 3.4 | MLv    | 9  | 0.69 N  | 122.57 E | 295 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-21 12:08:50.8 | manual      | 10 | 4.0 | MLv    | 10 | 6.12 S  | 128.59 E | 327 km | Banda Sea                           
 | 2016-11-21 10:34:08.4 | manual      | 46 | 5.3 | mb     | 41 | 8.62 S  | 124.50 E | 25 km  | Timor Region                        
 | 2016-11-21 08:11:44.8 | manual      | 50 | 5.0 | mb     | 49 | 10.74 N | 125.26 E | 10 km  | Leyte, Philippines                  
 | 2016-11-21 07:00:07.6 | manual      | 7  | 2.7 | MLv    | 4  | 6.37 S  | 121.41 E | 10 km  | Flores Sea                          
 | 2016-11-21 04:03:36.8 | manual      | 10 | 3.7 | MLv    | 9  | 0.30 N  | 129.56 E | 43 km  | Halmahera, Indonesia                
 | 2016-11-21 03:30:32.4 | manual      | 6  | 2.9 | MLv    | 6  | 0.39 S  | 122.85 E | 81 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-21 02:08:52.4 | manual      | 16 | 4.5 | MLv    | 14 | 6.34 S  | 130.66 E | 208 km | Banda Sea                           
 | 2016-11-20 23:46:13.7 | manual      | 8  | 3.3 | MLv    | 8  | 3.44 S  | 129.49 E | 22 km  | Seram, Indonesia                    
 | 2016-11-20 23:11:35.7 | manual      | 10 | 3.9 | MLv    | 10 | 1.65 N  | 126.40 E | 28 km  | Northern Molucca Sea                
 | 2016-11-20 21:48:26.2 | manual      | 12 | 3.8 | MLv    | 12 | 2.62 S  | 129.31 E | 10 km  | Seram, Indonesia                    
 | 2016-11-20 20:39:20.3 | manual      | 9  | 3.2 | MLv    | 9  | 0.03 N  | 121.31 E | 36 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-20 10:28:02.5 | manual      | 7  | 2.8 | MLv    | 7  | 2.19 S  | 119.31 E | 23 km  | Sulawesi, Indonesia                 
 | 2016-11-20 03:30:08.6 | manual      | 8  | 3.2 | MLv    | 6  | 1.45 S  | 123.47 E | 30 km  | Sulawesi, Indonesia                 
 | 2016-11-20 02:32:18.8 | manual      | 24 | 4.1 | MLv    | 20 | 0.16 N  | 126.19 E | 21 km  | Northern Molucca Sea                
 | 2016-11-20 00:59:57.9 | manual      | 24 | 4.5 | MLv    | 22 | 8.64 S  | 118.40 E | 81 km  | Sumbawa Region, Indonesia           
 | 2016-11-20 00:18:51.7 | manual      | 10 | 4.3 | MLv    | 10 | 9.84 S  | 114.12 E | 10 km  | South of Bali, Indonesia            
 | 2016-11-19 23:09:51.1 | manual      | 11 | 3.8 | MLv    | 11 | 9.52 S  | 114.27 E | 10 km  | South of Bali, Indonesia            
 | 2016-11-19 23:01:13.7 | manual      | 44 | 4.7 | mb     | 36 | 3.64 N  | 123.00 E | 539 km | Celebes Sea                         
 | 2016-11-19 21:43:30.9 | manual      | 35 | 4.4 | MLv    | 23 | 0.01 N  | 122.18 E | 243 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-19 21:14:10.4 | manual      | 6  | 2.6 | MLv    | 4  | 1.87 N  | 121.97 E | 50 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-19 19:31:03.6 | manual      | 26 | 4.6 | mb     | 23 | 5.03 N  | 127.80 E | 42 km  | Philippine Islands Region           
 | 2016-11-19 18:53:18.6 | manual      | 13 | 4.4 | MLv    | 10 | 9.56 S  | 113.19 E | 10 km  | South of Java, Indonesia            
 | 2016-11-19 18:11:10.5 | manual      | 34 | 4.8 | MLv    | 23 | 9.70 S  | 117.83 E | 20 km  | Sumbawa Region, Indonesia           
 | 2016-11-19 17:36:26.8 | manual      | 56 | 5.2 | mb     | 44 | 3.51 N  | 126.12 E | 89 km  | Talaud Islands, Indonesia           
 | 2016-11-19 12:00:57.1 | manual      | 48 | 4.8 | Mw(mB) | 30 | 6.64 S  | 129.96 E | 164 km | Banda Sea                           
 | 2016-11-19 11:26:04.1 | manual      | 23 | 4.4 | MLv    | 14 | 1.02 S  | 127.43 E | 10 km  | Halmahera, Indonesia                
 | 2016-11-19 10:18:40.3 | manual      | 39 | 4.9 | mb     | 37 | 2.92 S  | 140.74 E | 54 km  | Near North Coast of Irian Jaya      
 | 2016-11-19 01:53:30.2 | manual      | 16 | 4.9 | MLv    | 14 | 1.72 N  | 126.33 E | 5 km   | Northern Molucca Sea                
 | 2016-11-18 21:46:17.4 | manual      | 12 | 3.9 | MLv    | 12 | 0.08 S  | 123.24 E | 151 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-18 05:50:39.4 | manual      | 8  | 3.4 | MLv    | 7  | 9.39 S  | 114.54 E | 14 km  | South of Bali, Indonesia            
 | 2016-11-18 02:53:11.4 | manual      | 12 | 4.0 | MLv    | 11 | 0.70 S  | 127.11 E | 456 km | Halmahera, Indonesia                
 | 2016-11-18 02:19:31.2 | manual      | 34 | 4.9 | mb     | 22 | 8.88 S  | 110.56 E | 20 km  | Java, Indonesia                     
 | 2016-11-17 19:21:38.3 | manual      | 14 | 3.7 | MLv    | 14 | 7.77 S  | 119.48 E | 10 km  | Flores Sea                          
 | 2016-11-17 16:56:46.2 | manual      | 40 | 5.9 | mb     | 34 | 6.35 S  | 130.62 E | 117 km | Banda Sea                           
 | 2016-11-17 14:07:54.4 | manual      | 32 | 4.7 | MLv    | 17 | 0.72 N  | 129.02 E | 10 km  | Halmahera, Indonesia                
 | 2016-11-17 12:50:12.5 | manual      | 6  | 2.6 | MLv    | 4  | 0.79 S  | 123.50 E | 20 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-17 07:07:28.1 | manual      | 12 | 3.8 | MLv    | 12 | 0.14 S  | 120.08 E | 20 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-17 06:56:34.2 | manual      | 9  | 3.5 | MLv    | 9  | 0.17 N  | 119.78 E | 129 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-17 06:17:24.2 | manual      | 12 | 4.3 | mb     | 12 | 3.45 S  | 138.50 E | 491 km | Irian Jaya, Indonesia               
 | 2016-11-17 05:01:01.6 | manual      | 6  | 2.7 | MLv    | 6  | 0.82 N  | 122.25 E | 76 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-17 04:50:08.7 | manual      | 7  | 3.5 | MLv    | 7  | 1.09 N  | 126.85 E | 10 km  | Northern Molucca Sea                
 | 2016-11-17 04:10:11.3 | manual      | 4  | 3.6 | MLv    | 4  | 1.71 N  | 120.98 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-17 00:58:11.3 | manual      | 32 | 4.8 | mb     | 31 | 8.98 N  | 126.48 E | 10 km  | Mindanao, Philippines               
 | 2016-11-16 23:01:57.9 | manual      | 9  | 3.1 | MLv    | 6  | 1.29 N  | 121.00 E | 15 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-16 20:26:16.9 | manual      | 46 | 5.0 | mb     | 45 | 21.96 S | 177.68 W | 323 km | Fiji Islands Region                 
 | 2016-11-16 15:25:24.6 | manual      | 13 | 4.0 | MLv    | 12 | 9.29 S  | 113.16 E | 58 km  | South of Java, Indonesia            
 | 2016-11-16 15:10:11.6 | manual      | 55 | 5.9 | Mw(mB) | 40 | 9.29 S  | 113.08 E | 83 km  | South of Java, Indonesia            
 | 2016-11-16 10:07:48.1 | manual      | 8  | 3.6 | MLv    | 8  | 0.47 N  | 119.88 E | 65 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-16 10:05:31.8 | manual      | 11 | 3.6 | MLv    | 9  | 0.18 S  | 120.10 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-16 09:50:01.8 | manual      | 5  | 2.9 | MLv    | 4  | 0.25 S  | 122.70 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-16 06:36:27.4 | manual      | 18 | 4.1 | MLv    | 18 | 2.27 S  | 120.95 E | 10 km  | Sulawesi, Indonesia                 
 | 2016-11-16 05:40:20.8 | manual      | 11 | 3.3 | MLv    | 11 | 1.75 S  | 120.58 E | 129 km | Sulawesi, Indonesia                 
 | 2016-11-16 04:28:48.7 | manual      | 8  | 3.4 | MLv    | 7  | 1.44 N  | 120.99 E | 15 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-16 04:15:11.2 | manual      | 12 | 3.4 | MLv    | 12 | 1.83 S  | 120.52 E | 15 km  | Sulawesi, Indonesia                 
 | 2016-11-16 01:31:37.6 | manual      | 9  | 3.6 | MLv    | 9  | 2.25 S  | 120.93 E | 10 km  | Sulawesi, Indonesia                 
 | 2016-11-16 01:06:56.4 | manual      | 10 | 3.8 | MLv    | 10 | 0.92 N  | 126.51 E | 10 km  | Northern Molucca Sea                
 | 2016-11-16 00:30:32.9 | manual      | 50 | 5.9 | Mw(mB) | 38 | 20.46 S | 173.57 W | 18 km  | Tonga Islands                       
 | 2016-11-15 22:46:40.9 | manual      | 10 | 3.8 | MLv    | 10 | 0.11 S  | 125.54 E | 93 km  | Southern Molucca Sea                
 | 2016-11-15 22:18:25.5 | manual      | 13 | 3.6 | MLv    | 13 | 2.48 S  | 125.51 E | 156 km | Ceram Sea                           
 | 2016-11-15 12:40:49.6 | manual      | 37 | 4.7 | mb     | 33 | 9.18 S  | 107.59 E | 54 km  | South of Java, Indonesia            
 | 2016-11-15 06:30:41.3 | manual      | 54 | 5.6 | mb     | 54 | 41.82 S | 173.50 E | 76 km  | South Island, New Zealand           
 | 2016-11-15 06:24:09.2 | manual      | 6  | 3.0 | MLv    | 6  | 0.14 S  | 122.93 E | 171 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-15 06:04:56.1 | manual      | 5  | 3.1 | MLv    | 5  | 0.44 N  | 122.51 E | 35 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-15 01:34:48.1 | manual      | 41 | 5.5 | mb     | 39 | 40.23 S | 174.17 E | 15 km  | Cook Strait, New Zealand            
 | 2016-11-15 00:53:48.4 | manual      | 6  | 3.0 | MLv    | 6  | 1.45 N  | 120.87 E | 46 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-15 00:47:27.2 | manual      | 12 | 4.6 | MLv    | 12 | 6.59 S  | 129.95 E | 201 km | Banda Sea                           
 | 2016-11-15 00:34:57.4 | manual      | 6  | 4.6 | MLv    | 6  | 3.56 N  | 131.21 E | 399 km | W. Caroline Islands, Micronesia     
 | 2016-11-14 21:52:16.2 | manual      | 14 | 3.6 | MLv    | 11 | 0.26 N  | 122.20 E | 187 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-14 20:59:55.9 | manual      | 8  | 2.8 | MLv    | 7  | 0.22 N  | 122.53 E | 131 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-14 17:57:55.4 | manual      | 7  | 2.6 | MLv    | 6  | 0.93 N  | 121.28 E | 64 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-14 15:45:04.9 | manual      | 8  | 3.3 | MLv    | 7  | 0.18 S  | 123.41 E | 107 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-14 12:18:22.6 | manual      | 17 | 4.1 | MLv    | 14 | 1.76 N  | 126.20 E | 58 km  | Northern Molucca Sea                
 | 2016-11-14 10:23:02.7 | manual      | 8  | 3.1 | MLv    | 7  | 0.13 S  | 122.67 E | 14 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-14 07:21:20.3 | manual      | 57 | 5.4 | mb     | 56 | 41.71 S | 173.92 E | 145 km | South Island, New Zealand           
 | 2016-11-14 06:53:03.2 | manual      | 21 | 4.6 | MLv    | 17 | 0.05 S  | 123.05 E | 170 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-14 06:47:48.1 | manual      | 52 | 6.0 | Mw(mB) | 41 | 42.01 S | 174.38 E | 10 km  | Off E. Coast of S. Island, N.Z.     
 | 2016-11-14 05:42:49.7 | manual      | 14 | 3.8 | MLv    | 14 | 0.03 S  | 123.05 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-14 03:44:14.7 | manual      | 7  | 3.4 | MLv    | 7  | 2.31 S  | 121.39 E | 35 km  | Sulawesi, Indonesia                 
 | 2016-11-14 02:12:06.7 | manual      | 38 | 5.5 | mb     | 38 | 52.89 N | 178.62 E | 10 km  | Rat Islands, Aleutian Islands       
 | 2016-11-14 01:34:54.9 | manual      | 12 | 5.1 | mb     | 11 | 12.85 S | 144.72 E | 20 km  | Queensland, Australia               
 | 2016-11-14 01:12:41.5 | manual      | 10 | 4.2 | MLv    | 9  | 0.06 N  | 116.48 E | 10 km  | Borneo                              
 | 2016-11-14 00:42:24.8 | automatic   | 15 | 4.3 | mb     | 15 | 8.88 S  | 127.68 E | 675 km | Timor Region                        
 | 2016-11-14 00:34:29.2 | manual      | 51 | 6.3 | Mw(mB) | 44 | 42.43 S | 172.32 E | 25 km  | South Island, New Zealand           
 | 2016-11-13 23:57:16.4 | manual      | 21 | 4.7 | mb     | 21 | 10.50 N | 120.84 E | 13 km  | Sulu Sea                            
 | 2016-11-13 23:47:54.5 | manual      | 13 | 4.6 | mb     | 13 | 17.23 N | 122.76 E | 10 km  | Luzon, Philippines                  
 | 2016-11-13 20:52:12.6 | manual      | 38 | 5.1 | mb     | 37 | 6.51 S  | 149.20 E | 97 km  | New Britain Region, P.N.G.          
 | 2016-11-13 20:43:29.1 | manual      | 7  | 2.3 | MLv    | 4  | 0.90 S  | 123.07 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-13 14:08:15.6 | manual      | 15 | 5.1 | mb     | 15 | 35.14 S | 178.98 E | 10 km  | Off E. Coast of N. Island, N.Z.     
 | 2016-11-13 13:54:02.6 | manual      | 33 | 4.9 | mb     | 32 | 6.61 S  | 147.73 E | 71 km  | Eastern New Guinea Reg., P.N.G.     
 | 2016-11-13 11:52:46.8 | manual      | 56 | 5.9 | mb     | 47 | 41.86 S | 173.46 E | 15 km  | South Island, New Zealand           
 | 2016-11-13 11:41:47.9 | automatic   | 10 | 7.0 | mb     | 9  | 41.78 S | 174.44 E | 10 km  | Cook Strait, New Zealand            
 | 2016-11-13 11:41:46.9 | manual      | 31 | 5.5 | mb     | 14 | 41.45 S | 174.57 E | 12 km  | Cook Strait, New Zealand            
 | 2016-11-13 11:39:44.9 | preliminary | 4  | 7.2 | MLv    | 4  | 17.07 S | 122.25 E | 10 km  | Western Australia                   
 | 2016-11-13 11:32:10.4 | automatic   | 21 | 7.6 | mb     | 17 | 42.14 S | 173.07 E | 10 km  | South Island, New Zealand           
 | 2016-11-13 11:03:25.1 | automatic   | 14 | 7.8 | Mw(mB) | 14 | 41.37 S | 168.97 E | 10 km  | Off W. Coast of S. Island, N.Z.     
 | 2016-11-13 07:40:38.9 | manual      | 7  | 3.3 | MLv    | 5  | 5.53 S  | 118.50 E | 12 km  | Sulawesi, Indonesia                 
 | 2016-11-13 05:54:14.2 | manual      | 10 | 3.8 | MLv    | 9  | 0.40 N  | 122.01 E | 245 km | Minahassa Peninsula, Sulawesi       
 | 2016-11-13 04:03:27.2 | manual      | 8  | 3.3 | MLv    | 8  | 0.71 N  | 120.31 E | 40 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-12 21:09:46.1 | manual      | 6  | 1.8 | MLv    | 4  | 4.00 S  | 120.80 E | 10 km  | Sulawesi, Indonesia                 
 | 2016-11-12 20:56:27.6 | manual      | 6  | 2.1 | MLv    | 4  | 0.33 S  | 122.41 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-12 19:42:09.8 | manual      | 13 | 3.7 | MLv    | 7  | 0.58 S  | 121.98 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-12 16:15:51.3 | manual      | 57 | 5.5 | Mw(mB) | 54 | 24.83 S | 178.70 E | 569 km | South of Fiji Islands               
 | 2016-11-12 12:31:33.9 | manual      | 33 | 5.2 | mb     | 33 | 18.06 S | 178.80 W | 485 km | Fiji Islands Region                 
 | 2016-11-12 10:49:45.5 | manual      | 11 | 3.6 | MLv    | 11 | 0.51 S  | 124.40 E | 25 km  | Southern Molucca Sea                
 | 2016-11-12 10:32:25.6 | manual      | 6  | 3.0 | MLv    | 5  | 0.36 S  | 124.15 E | 14 km  | Southern Molucca Sea                
 | 2016-11-12 04:44:32.6 | manual      | 8  | 3.3 | MLv    | 8  | 0.83 S  | 123.08 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2016-11-12 04:44:01.8 | manual      | 11 | 3.7 | MLv    | 11 | 6.55 S  | 122.29 E | 11 km  | Flores Sea                          
 | 2016-11-12 04:39:35.9 | manual      | 13 | 4.0 | MLv    | 12 | 6.53 S  | 122.40 E | 26 km  | Flores Sea                          
